id,komen,label
783,first trip intrepid last far exceed expectation wonderful leadership itinerary successful animal sighting due good guide choice accommodation make winner itinerary different activity also thoughtfully plan big thankyou,positive
784,excellent tour beautiful country lilik tour leader amaze highlight spot orangutang,positive
785,life change trip jungle volcano lake toba highlight tour leader lily truly excellent,positive
786,amaze trip exceed expectation great combo culture nature activity good food trip leader dewi exceptional,positive
787,amaze trip amaze location dewi excellent group leader really help u integrate surroundings various local guide driver perform level far beyond expectation,positive
788,even expect make remember love travel,positive
789,review,neutral
790,really special tour fab itinerary train journey fantastic way see view countryside comfort wonderful mochi leader bring boundless enthusiasm passion job last least fantastic group quickly become great friend,positive
791,great overview java balilots ground cover variety activity good standard accommodation meal great value money,positive
792,believe guide make trip exceptional trip,neutral
793,trip spectacular perfect blend culture indonesias natural wonder balance relaxed schedule find good balance travel day long intensity perfect give time explore well bromo snorkelling highlight wow unforgettable isa best guide lucky get wonderful human passion country,positive
794,intrepid professional travel company much enjoy indonesia,positive
795,thorough introduction java outstanding tour leader isa great felt like really get see highlight java bali one java touristy go far charm bali felt safe comfortable whole way,positive
796,trip fulfil expectation experience incredible get learn culture try food never think would guide fantastic would highly recommend,positive
797,fantastic trip vary itinerary really felt like beat track see real indonesia highlight include catch sunrise mount bromo cycle gorgeous surroundings yogyakarta nova exceptional guide go beyond,positive
798,th intrepid trip since intrepids ability cull myriad option available destination separate travel operator sure envy repeatedly find swift smooth efficient execution amaze intrepid go operator whenever thinking travel kudos intrepid,positive
799,intrepid trip across java guide nova amaze,positive
800,intrepid trip across java guide nova amaze,positive
801,trip bangkok bali overprice cdn dollar,neutral
802,trip excellent allow fairly inexperienced traveler travel somewhere completely new unique difficult travel alone tour give depth perspective java allow see many aspect current historical culture isa amaze guide look u well provide much information local perspective always available question guidance great time make new friend experienced new country like never trip also give afternoon free explore participate optional activity depend interest often group buddy really fun,positive
803,highly recommend first time solo traveller south east asia,positive
804,trip extraordinary educational love learn indonesian culture history itinerary incredible,positive
805,learn lot indonesia culture interest history trip adventure every day awestruck beautiful environment lush flora fauna volcanic mountain especially friendly indonesian highlight include swim green canyon sunrise mt bromo,positive
806,trip incredible experience start finish trip exceptionally wellorganized offering perfect mix adventure culture relaxation itinerary diverse wellplanned allow u explore stun landscape rich cultural heritage indonesia highlight include visit ancient temple borobudur prambanan relax beautiful beach bali location unique offer something special guide outstandingknowledgeable friendly passionate country provide u fascinate insight local culture history make destination come alive group perfect chance meet great people intrepids commitment responsible travel evident throughout trip stayed locallyowned accommodation din local restaurant participate communitybased tourism activity clear intrepid value sustainability support local community visit,positive
807,highly recommend good trip enjoy every single day group leader organize excite enjoy time country tour leader take care anything else,positive
808,thoughtfully conduct tour meet local artisan trade learn island focus religion tribe virtue characteristic get close encountered nature floral fauna volcano geo flexible much participation deep culture immersion one want,positive
809,trip excellent abraham tour leader knowledgable organise never leave guess highlight include yogyakarta mt bromo green canyon train excellent,positive
810,trip tag onto end sumatra trip two make fantastic day abraham leader brilliant local knowledge really make trip one remember,positive
811,great trip highlight friendly local people beauty mt bromo sunrise borodurur temple abraham fantastic guide,positive
812,trip allow traveller see indonesia culture religion compare visit touristy bali really want say visit indonesia l would recommend trip bali also lovely indonesia people l meet trip gentle kind helpful,positive
813,journey offer exceptional blend natural beauty culture culinary journey discovery activity thanks train long travel day relax get see lot countryside tour leader irfan knowledgeable adaptable offering practical guidance cultural insight ensure personalized experience,positive
814,highly recommend adventure tour java bali well organised decent level fitness need make well worth effort especially sunrise mt bromo,positive
815,fantastic tour capture many major sight java bali also beat track sight highlight trip sunrise view mount bromo,positive
816,great trip java excellent range activity sunrise trip mt bromo unpleasant wake hour windy trip jeep petrol fumes negative experience otherwise fabulous trip dian tour guide exceptional outstanding leader trip take intrepid,positive
817,include comment mention far highlight,positive
818,really enjoyable trip mix tourist beat path meeting local people yo experience real java,positive
819,nice tour see many unique site java temple volcano beach trip allow see,positive
820,amaze trip intrepid definitely use every time travel,positive
821,wonderful excite trip indonesia cover essential cultural site natural wonder,positive
822,fabulous trip nova amaze guide make travel easy straightforward lovely bunch fellow traveller great hotel nice range activity mix touristy destination beat track one get see real indonesia,positive
823,highly recommend intrepid way see experience indonesia jakarta ubud trip brilliant way immerse beauty culture java local perspective exceptional tour guide maman show delightful fellow intrepid traveller country wonderful memory cherish long time travel adventure,positive
824,trip jakarta ubud many interesting place visit expect attend trip highlight green canyon borobudur prambanan temple mt bromo seloliman natural reserve kalibaru relax stay travel along java train comfortable,positive
825,great itinerary guide experienced tour lead great tour experience java offer taste bali opportunity interact local plenty give try love tour,positive
826,wonderful experience great tour leader great group variety nationality really great time feel like come back indonesia day,positive
827,amaze trip love everything would rather spend one night jakarta though multiple place could stay long,positive
828,intrepid tour goto ecofriendly tourism provide perfect blend travel exploration food particular emphasis local hospitality use homestays local restaurant pump money directly back local economy simply fantastic,positive
829,enjoyable week java trip well organise well paced train trip excellent great way travel indonesia include activity really interest enjoyable guide look u well take care every little detail,positive
830,trip fantastic guide great guide thank supernova specially like local little visit village plantation rice field little place real local life mass tourism accommodation trip basic star fit well nature trip however cleanliness room grow concern intrepid need intervene let end tell food trip amazing almost every occasion good restaurant tip guide nova,positive
831,brilliant first trip intrepid guide abraham outstanding itinerary cover fantastic range place java bali highlight temple yogyakarta bromo snorkelling bali,positive
832,intrepid tour fantastic generally one book tour abraham tour leader extremely knowledgeable approachable really cared introduce u homeland sustainable eco friendly way id highly recommend intrepids tour indonesia,positive
833,abraham best guide always ready anticipate every need recommend note since say essential information almost every accommodation air condition need pack fan like trip overall great tour optional activity fun,positive
834,intrepid tour fantastic generally one book tour abraham tour leader extremely knowledgeable approachable really cared introduce u homeland sustainable eco friendly id highly recommend intrepids tour indonesia,positive
835,three leg tour week range basic explorer comfort every leg describe organise seamlessly local guide fantastic use specific guide particular area really improve experience,positive
836,jakarta ubud trip march excellent overall amd expertly lead dedicate helpful capable professional leader guide susiyani,positive
837,great trip java bali many wonderful experience jungle walk boat ride swim cycle volcano climb opportunity interact local people get know way life guide corry aritona provide great insight keep u energise time,positive
838,nova patient helpful knowledgeable intrepid good choice hotel star bus could also bite big long stretch pay single supplement must luck draw room assign deposit box work toilet flush kettle dirtykubuku intrepid chosen due small group,positive
839,choice hotelshomestays could better place star eco lodge well one economical one overall good experiencetour hotel well free meal hot would give tour star comfortable south east asian country,positive
840,nova patient helpful knowledgeable intrepid good choice hotel star bus could also bite big long stretch pay single supplement must luck draw room assign deposit box work toilet flush kettle dirtykubuku intrepid chosen due small group,positive
841,intrepids tour java well organize accommodation comfortable local guide good job teach u javanese local industry lot excite fun like peer active volcano swim canyon gorge etc tour leader kind knowledgeable great fun,positive
842,trip jakarta unud full culture adventure laughter lead fantastic knowledgable care guide abraham great introduction indonesia make u want explore diverse country people friendly love chat practice english enjoy much chat student school pass walk tour mt bromo spectacular well worth short climb crater would highly recommend trip anyone look explore enjoy new culture long train ride comfortable enjoyable great scenery view thanks another great intrepid trip,positive
843,trip great introduction indonesian culture well balanced array place activity lead well,positive
844,great tour diverse itinerary long travel day train comfortable meant get see much impressive historical site landscape mt bromo observe daily live walk bike rural area rice field forget extend tour bali much see experience,positive
845,great time thing need improve accost street seller tour guide nowhere help get u mob walked front oncoming traffic cross street unsafe felt unsafe tour guide seem want ask see outside window commute never offer information often internet like margo utomo huge ant hotel room one tell u beforehand come already exchanged currency bring charger converter good news green canyon jungle trek add amaze tour guide awesome,positive
846,highly recommend trip good discover culture history java relax finish bali highlight mount bromo definitely worth early start snorkelling bali sunset jogja temple guide corry excellent great company always smile face,positive
847,corry excellent leader jakarta ubud trip green canyon awesome,positive
848,use intrepid indonesian excursion impressed quality guide intrepids commitment give back culture community tour give new respect towards world live,positive
849,thoroughly recommend java bali trip encompass wide variety place activity together different mode transport highlight swim green canyon temple near yogyakarta plus wildlife pangandaran mt bromo early morning trip well worth scenery walk crater edge,positive
850,trip wonderful opportunity see new place meet new people gain insight indonesia culture history variety activity option friendly interest guide susie group leader fantastic enjoyable stimulating break,positive
851,trip great introduction diverse rich culture make indonesia long travel day describe note worth guide susi outstanding,positive
852,could recommend trip enough travel amazing group people see beautiful place heart full suggestion add stop handara gate arrive ubud miss opportunity,positive
853,another fantastic intrepid trip area yet untouched may tourist,positive
854,excellent trip fantastic leader ida nice fellow traveller java interest beautiful country hardly saw western tourist reach bali,positive
855,excellent trip lot variety saw along route ari corry aritona leader always go extra mile ensure trip go smoothly everything need make sure go private view point mount bromo much good top,positive
856,truly exceptional trip even someone like use selforganising travel solo really appreciate ari superflexible accomodate individual preference style travel include dietary requirement trip wonderful mix city countryside history hiking pictouresque train journey lot lot unique local flavour personal touch really make worth money spend mind many experience could never organise indonesia fascinate country much bali highly reccomend anyone ready discover often overlooked country,positive
857,es war eine tolle erfahrung fr mich das erste mal eine solche gruppentour zu buchen ich hab wahnsinnig tolle menschen kennengelernt die route war super die inhalte htte ich alleine ohne viel recherche da ich l wrde hatte nicht geschafft niemals entdeckt das war echt eine tolle persnliche erfahrung fr mich,negative
858,want trip full adventure one indonesia revelation land full smile welcome people beautiful scenery seriously impressive volcano share likeminded group excellent leader call abraham ensured memory stay forever,positive
859,jakarta ubud trip variety experience temples beach city rural area couple day long travel explain trip note include meal excellent accommodation intrepid leader abraham go way make sure everyone best time possible well organised fun guy enjoy company staff driver good recommend trip,positive
860,classic indonesia trip good mix nationality age gender along enthusiastic leader make enjoyable trip small group size liberal amount free time agreeable,positive
861,great introduction indonesia range interesting experience leader arifanti mochi best guide travel companion,positive
862,trip great way discover indonesia term nature culture fidel dedicate tour leader,positive
863,looooved trip travel alone group trip perfect accommodation good excellent many different interest fun activity leader nova,positive
864,want review little say positive except participant nice people enjoy travel,positive
865,awesome trip broad array experience offer walk rim volcano mt bromo jeep convoy get dark fun swim beautiful canyon snorkelling pristine water near pemuteran beautiful temple rice terrace use comfortable train travel traverse landscape great array food try market explore incredibly friendly people really open eye indonesia offer,positive
866,excellent highly varied tour give visitor insight culture behind tourism highly recommend,positive
867,fantastic introduction wonderful world indonesia city bustle nature reserve beach view volcano hike trip delightful way travel across java end beauty bali highly recommend curious traveller,positive
868,trip fabulous experience great introduction java group leader susiyani excellent go beyond make sure enjoy trip,positive
869,trip great introduction indonesia location activity culture lucky enough experience include optional activity amaze addition tour leader abraham perfect,positive
870,unforgettable trip scenery wow,positive
871,abraham make indonesia experience quite memorable truly appreciate kindness generosity,positive
872,great trip saw experienced lot good option less touristy java lot travel abraham great leader enjoy recommend,positive
873,really enjoyable experience plan way would never think great friendly guide group jell amazingly well,negative
874,great trip cover lot mile train excellent way travel wonderful people get early museum close monday,positive
875,excellent trip allow u learn java experience wonderful friendly nature people id strongly recommend,positive
876,great itinerary lead helpful knowledgeable guide tantan fun accommodation ecolodges etc bali every bit special everyone say,positive
877,awful trip recommend woman bad travel experience life woman trip,negative
878,nova get five star guide care approachable leader always ready help itinerarywise mt bromo highlight low point sharing room someone book single supplement rarely intrepid trip experience,positive
879,trip interesting cultural point view u level activity low,positive
880,wonderful introduction java bali highly recommend trip anyone consider,positive
881,wonderful way experience much indonesia offer fantastic landscape cuisine hospitality,positive
882,tour one best trip take itinerary amazing guide ari professional guide ever group size perfect ari really make u whole would highly recommend tour look culture nature,positive
883,trip everything describe weather hot time ac available accommodation seem spaced strategically aside trip extra regret saw everything describe website,negative
884,fantastic guide itinerary trip good accommodation optional extra recommend thailand bangkok singapore trip transfer singapore join java trip seamless singapore end guide level detail knowledge country native,positive
885,amaze trip really get skin java bali ida best tour guide ver go extra mile ensure group want nothing,positive
886,great trip good mixture culture outdoor activity insights course food excellent choice want get know interest country tourguide ida outstanding term commitment information convey,positive
887,incredible trip great guide indonesia lovely country people friendly food great sunrise mount bromo experience lifetime,positive
888,amaze trip cover many interesting destination make even well incredible group leader tantan,positive
889,abraham awesome tour leader become one friend grateful see beautiful indonesia mix support knowledge fun lot laughter,positive
890,fantastic trip great way see java fair bit travel involve broken well lot see way never felt much best leader corry aritona give u great opportunity integrate local community memory last long first time book intrepid impress look book,positive
891,trip amaze extraordinary leader corry aritona give u amazing opportunity integrate local people culture load travel lot fun cover lot country beautiful people scenery literally wait go back family four teenager really get travel bug,positive
892,incredible experience travel java interact local participate tourist activity green canyon boat climb mt bromo local experience shuck rice rice field see puppeteer work,neutral
893,fantastic experience real insight life java absolutely unforgettable experience trip encourage anyone come indonesia first time take tour regret,positive
894,excellent trip amaze itinerary allow u experience much java tour guide abraham amaze kind friendly fun love yogi bear tour guide,positive
895,challenge fun informative time thrill adventure,positive
896,java fascinate island earth tourism play minor part group much fun awesome guide steer u sickness health always smile,positive
897,amaze tour great variety activity something everyone get experience many thing would possible travelling solo,positive
898,amaze tour perfect variety activity adventure culture food art something everyone concern long would spend travel two week travel time go quickly issue especially pass beautiful scenery way get experience many amazing thing sure would able travel solo like visit local village,positive
899,ida guide amaze highly recommend tour,positive
900,amaze trip love adventure experience bustle market stun temple rural life village get close nature get see many hidden part java bali leave wonderful memory,positive
901,overall amazing trip get super lucky amaze group traveler exceptional leader trip cover lot ground never felt much cover highlight java touch little bit bali,positive
902,group leader abrahan trip incredible trip environmentally conscious evo resort use miss temple incredible,negative
903,review,neutral
904,travel people never meet completely new experience honest little daunt first pleasantly surprise well fit even though english first language meet truly wonderful people share many memorable moment together journey help realise okay something proud,positive
905,second experience intrepid last tour include unforgettable highlight climb mount rinjani something could never contemplate without support tour group overall right combination organize activity downtime please,positive
906,excellent trip someone want active holiday program build rinjani activity chill gili aware struggle temple unlikely enjoy rinjani great mixture activity,positive
907,fantastic trip consider decent shape still challenge doable amazing time highly recommend trip anyone active look see bali lombok gili air,positive
908,excellent trip active people read itinerary climb mt rinjani far difficult part trip leader andy fantastic,positive
909,one best trip ever make activity bring group together much fun rinjari challenge sure trip perfectly organize good balance activity free time,positive
910,first time travel intrepid group tour could recommend highly enough itinerary well plan interesting mix adventure activity build mt rinjani hike recovery day gili air hike tough worth good pair hike boot make difference trip andy incredible trip leader experience professional enthusiastic definitely recommend itinerary sit still holiday want experience balilombok,positive
911,really enjoyed trip great blend activity culture relaxation need reasonable fit enjoy full,positive
912,first groupsolo holiday would go anyone else everything perfect start finish andy local guide knowledgable care fun activity great well organise,positive
913,fault trip challenge immerse bali lombok andy truely brilliant group leader local guide kind welcome sharing culture,positive
914,first groupsolo holiday would go anyone else everything perfect start finish andy local guide knowledgable care fun activity great well organise,positive
915,trip breathtaking highly recommend good mix activity time relax physical activity challenge totally reward andy incredible group leader everything make trip unforgettable,positive
916,give intrepid bali lombok gili island hike bike raft snorkel star day adventure first trip indonesia give u wonderful diverse sample bali lombok offer day get well last raft jungle walk rice field climb watch sunset mt rinjani explore gem gili air love tour guide andy hope make back experience magic balilombok someday,positive
917,trip fantastic blend culture adrenaline andy enthusiastic encouraging love physical activity cultural teaching book prepare tough rewarding mt rinjani trek,positive
918,awesome combination activity beautiful place lovely people challenge reward inspire also relax,positive
919,excellent first intrepid trip definitely set bar high day pleasantly surprise amazed quite physically demand also ample relaxation free time accommodation transport excellent andy fantastic group leader,positive
920,active indonesia incredible way see country also keep fit incredible adventure,positive
921,diverse well organised trip hike mtrinjani challenge definitly worthy andy best tour guide enthusiastic professional definitely recommend trip like exercise dynamic day,positive
922,happy email want rather use computer iphone egarzarellahotmailcom do intrepid trip proud australian company,positive
923,wonder whether book trip incredible experience able see new country learn culture active excursion definitely challenge time worth,positive
924,excellent trip overall ourctour group leader knowledgeable local custom history supplement local guide would recommend trip interested active style holiday,positive
925,bali lombok bike hike raft tour excellent good sitting still long need exercise also like bit chilled time great way seamlessly see bali lombok sneak trip gili island,positive
926,intrepid deliver u perfect family holiday always easy teenager tow mixture adventure immersion local culture different experience every day love every moment,positive
927,trip fantastic way experience part indonesia would much hard impossible find physically challenge fun fascinate glimpse local life awesome guide remove stress make sure plenty fun stage,positive
928,book trip want combination active cultural immersion trip deliver excited experience really stand friend make group able share trip allow thing would able alone guide go beyond create incredible experience could imagine good trip,positive
929,absolutely recommend trip perfect balance fun activity relaxation never forget people meet,positive
930,excellent travel experience could ask good trip great mix adventure relaxation engagement local community amaze guide make trip really special,positive
931,amaze trip well organise manage would definitely recommend anyone want challenge lot excite activity huge shoutout group leader best hope travel another intrepid trip,positive
932,recommend tour highly enough amazing activity sight great amount variety also exceptional tour leader,positive
933,great mix activity carefully choreograph progress difficulty culminate tough rewarding volcano ascent camp crater rim guide andy delight weather perfect group super fun,positive
934,trip amaze although sight cultural experience exceed expectation best part trip leader andy attention logistical detail first intrepid trip plan use however afraid already peak trip,positive
935,trip totally recommended people love adventure meet new culture bali lombok gili air exceed aspect expectation way trip progressing perfect well organize last least leader andy super friendly professional leader add value trip,positive
936,perfect mix active adventurous meet relaxation culture beauty perfect trip experience incredible part world miss one,positive
937,amaze trip full fun time laughter unforgettable memory diverse range activity day get heart rate go lovely amount downtime mount rinjani super tough real highlight also recommend optional dive see u liberty shipwreck,positive
938,perfect adventure holiday wonderful way see much amazing country much enjoy activity suppose highlight climb crater rim mount rigani come home feel much well physically spiritually,positive
939,trip offer wonderful experience culture bali lombok whilst activate physically nourish soul hand great tour leader andy,positive
940,really wonderful trip fun physically challenge itinerary also well balanced time delve culture indonesia relaxation also pleasure lovely guide name andy,positive
941,great trip overall experience well take care feel safe time amazing activity allow dive another culture feel enter another world,positive
942,trip best thing ever do recently go painful divorce way rediscover everything trip everything know need selfesteem selfbeliefs overall mental health risk trip find thanks mt rinjani,positive
943,wow trip lifetime even spectacular write suggest seamlessly organise andy star take underwater camera get amazing photo snorkelling alongside sea turtle accommodation wow factor recommend windbreaker jacket camp windy expose,positive
944,great time bali lombok include activity excellent guide andy brilliant mt rinjani trek challenge equally reward highly recommend trip,positive
945,trip best thing ever do recently go painful divorce way rediscover everything trip everything know need selfesteem selfbeliefs overall mental health risk trip find thanks mt rinjani,positive
946,group leader andy swandi type tour guide hope every trip take make every activity enjoyable matter physically exhaust may itinerary well thought adequate rest period dull moment well coordinate even multiple location change one memorable adventure ever take wait go another intrepid,positive
947,experience never think id feel way holiday achieve much create great memory andy tour lead first class instrumental making happen,positive
948,attend bali lombok hike bike raft trip consider come prepared walk hike cycle raft best likeminded people could ever meet also ask andy guide amazing,positive
949,great tour great itinerary great mix active adventure chill time tour guide andy amaze could ask approachable lovely man give u much great information bali lombok definitely,positive
950,amaze trip fantastic guide andy expertly lead group cycle verdant first ocean walk paddy field heavenly temple lead epic hike mount rinjani watch sunset sunrise crater rim truly amazing need relatively fit mountain trek particular challenge worth every moment top tip take bivy bag keep warm inside sleep bag fun absolutely fantastic,positive
951,first thank andy trip leader make bali experience amaze fabulous challenge trip fantastic local support every stage mt rinjani climb breathtaking literally sunset sunrise top,positive
952,trip lifetime experience holiday fell lovecwuth vsli people,positive
953,well organize trip great way experience highlight bali lombok combine great activity mount rinjani definitely highlight trip,positive
954,trip breath take view many beautiful place short amount time every activity different much fun scenery beautiful group leader palguna extremely friendly help u question,positive
955,bali lombok gili trip amaze introduction indonesia kind generous people beautiful beach incredible landscape hike archipelago never end dream active mind well balance w bike hike raft snorkel back next time,positive
956,amaze journey finally get take covid love variety adventure beautiful landscape,positive
957,travel intrepid several time never fail accurate description trip guide always proffesional efficient yet friendly highly recommend intrepid,positive
958,first time intrepid traveller amaze immersive reward experience best way see bali lombok best way travel anywhere,positive
959,trip great way see less traveled part bali well lombok mount rinjani highlight trip activity wise really star tour guide andy make trip extra something special,positive
960,excellent trip well worth particularly fit person little worry agree go along friend grade activity trip however manage activity absolutely fine volcano climb hard certainly obtainable definitely worth view experience camp crater rim pack thermal jacket however get bit chilly andy great guide super efficient friendly one best trip also great bunch people join bali beautiful view phenomenal highly recommend,positive
961,bali adventure trip perfect right amount physical activity time recharge,positive
962,trip blast good mix challenge relaxation fun group great leader beautiful part world,positive
963,amaze trip well worth super organise excellent tour guide andy could helpful rinjani climb super tough worth view top love mountain biking bali general pretty incredible accom definitely exceed expectation thank,positive
964,amaze tour lead incredible andy unite global adventurer mt rinjani birthday cake surprise delightful touch perfect active traveler crave thrill immersive journey,positive
965,excellent trip variety activity build pinnacle mt rinjani tour leader andy excellent ambassador country intrepid future traveller matter tire come mt rinjani take walk waterfall totally worth effort feel massively refresh reinvigorate fantastic group people travel grateful experience,positive
966,exceptional value trip leader andy fantastic could make great trip active make sure prepared physical aspect majority excellent excursion,positive
967,back bali lombok gili air amazing trip best guide andy great activity best location amaze experience share fantastic group fellow traveller thank andy make special,positive
968,trip amazing adventure every single activity fantastic andy excellent leader ensure everybody felt safe happy wellprepared activity climb mount rinjani camp crater edge challenge certainly highlight trip however almost impossible choose everything cycling rice paddy snorkelling turtle white water raft awesome trip enhance fellow traveller andy never group tour look active holiday life time would recommend trip phenomenal adventure,positive
969,trip provide great mix physical challenge culture time enjoy beautiful island andy exceptional job knowledgeable funny always hand enjoy travel lovely international group camp volcano swim turtle share beautiful sunsetsrises trip well organise excite mix activity get even good day would wholeheartedly recommend trip look seamlessly plan active way explore bali lombok gili isle short period time available,positive
970,absolutely brilliant trip stun scenery awesome activity memory lifetime almost many highlight mention view top mount rinjani unbelievable andy incredible group leader make trip also bless amaze gang fellow traveller already miss definitely arrive decent level fitness get especially rinjani hike,positive
971,best time ever activity challenge definitely reward amazingly organise leader andy could do anymore u definitely recommend anyone think travel balilombok definitely amazing way see,positive
972,take two teenage kid amazing adventure never dull moment raft bike rid trek mountain snorkel turtle sample beautiful food indulge balinese massage knock back cocktail laze beach barely enough time bless meditation ceremony mountain top temple fly yoga cultural ecological education andy guide bloody legend mate,positive
973,amazing trip activity well organise trek mt rinjani quite difficult well worth well looked leader nova excellent helpful knowledgable always available answer query question,positive
974,amazing trip take beat track truly immerses real indonesia,positive
975,highly recommend trip perfect way new experience make friend every day highlight group leader andy well local guide amaze,positive
976,trip amaze highly recommend everything well organised activity really cool andy absolut fantastic group leader everything could make trip unforgettable learn lot local culture great food meet awesome people,positive
977,trip everything want great mix activity time relax prepared activity physically challenge absolutely breathtaking leader andy also great lucky would highly recommend trip,positive
978,fantastic tour bali lombok gili air afraid go solo traveller everyone tour friendly like mind hiking mount rinjani probably physically demand activity tour totally achievable hill day hike feel see best bit bali tour would recommend anyone want active holiday,positive
979,intrepid provide organize well price professional yet relax well plan balance first group trip many touristed moment tour medium group size good highlight local guide many activity would do recommend intrepid trip base experience,positive
980,adventurous itinerary good balance sport activity cultural learning,positive
981,one best intrepid holiday full itinerary experience lifetime camp top volcano warn physical much worth pray hindu monk top mountain swimming turtle guide awesome great group fellow traveller,positive
982,trip incredible experience much see incredible price offer tour guide amaze host lifetime experience must,positive
983,trip incredibly fun lifechanging day activity get little difficult day mt rinjani hike strenuous highly recommend train trip amaze group leader make experience enjoyable highly recommend tour want learn bali lombok also get blood pumping,positive
984,trip great quite physical hike volcano tough take lightly andy trip leader absolutely amazing great leader help make trip one never forget,positive
985,trip perfect mix physical challenge cultural experience time relax enjoy beautiful island trip leader andy exceptional always make u feel comfortable make sure enjoy every part trip would recommend everyone beautiful country fill friendly people perfect mix travel around get relax holiday,positive
986,fantastic trip enjoy get experience many aspect indonesian culture climate landscape raft cycle hike snorkel tour guide lovely provide much information stun site beautiful country,positive
987,love trip indonesia group leader andy excellent job enjoy travel international group nature gorgeous mix activties walkin throug rice paddy cykling snorkel raft climb vulcanoe perfect rich variety would definitely recommend travel intrepid indonesia,positive
988,trip excellent mix different activist set level challenge point overall enjoyable,positive
989,highly recommend trip although look tough everyone work pace leader andy always accommodate everyone individual need,positive
990,trip exceed expectation andy passionate make tour incredible,positive
991,trip well organised perfect balance group activity free time physical grade accurate group leader amaze knowledgeable funny available help time feel confident one activity worry group leader make sure safe felt good hand since day also get quite lucky good group extremely funny people,positive
992,highly recommend intrepid want adventure,positive
993,review,neutral
994,fantastic tour like minded family expose teen different side bali people see give u insight local culture take trip want enlighten family bring close together,positive
995,truly magical experience activity tour leader place visit kid love learnt much make new friend fun feel love bali,positive
996,saw hidden beauty bali would know exist intredid tour guide speak local language help every way need love tour family child form friendship never complain bored thoroughly enjoy,positive
997,enjoy balance physical cultural activity suitable teenager adults activity morning time enjoy destination afternoon great guide excellent knowledgeable,positive
998,bali teenager exceed expectation goal,neutral
999,great experience whole family everyone enjoyed activity felt like get great holiday thank,positive
1000,trip teenager great fun nan cater well great family holiday,positive
1001,fantastic way explore bali teenager good mix interesting tour activity,positive
1002,really enjoy trip family really lovey nice spend holiday,positive
1003,sper balance activity time suit family teenager hotel great people meet care commit make stay bali happy one learnt lot great trip,positive
1004,wonderful trip bali brilliant mix activity downtime great hotel gem guide brilliant holiday thanks intrepid,positive
1005,great time trip two teenage daughter trip lead lena fantastic guide lot local knowledge experience excellent role model child activity trip great fun challenge brilliant opportunity meet member local community especially enjoy raft snorkelling visit share meal activity local community trip take part bali well away really touristy area great combination inland costal bali would recommend trip family keen see real bali memorable family experience meet local people kind welcome really keen share bali,positive
1006,hesitation recommend intrepid travel friend family wonderful way see part world may think possible well plan organise travel safety priority also like value place upon environmental consideration,positive
1007,amaze experience family feel grateful introduction bali experience different part beautiful island guide wayan excellent make trip,positive
1008,trip wonderful experience family feel grateful introduction bali beautiful experience offer wayan guide exemplify balinese hospitality kindness really make trip special,positive
1009,great time trip well set provide interest stress free introduction bali,positive
1010,wayan fantastic he everything would want group leader kid make sure everything fun excite introduce u culture mannerism curated mini family everyone think come bali without wayan,positive
1011,wish id intrepid holiday year ago would thoroughly recommend,positive
1012,fantastic trip intrepid bali amaze experience lot variety lead top tour leader guna wonderful opportunity meet others share similar interest many great memory look forward next trip,positive
1013,bali teenager amazing daughter enjoy every moment trip teen keep active throughout entire trip could recommend trip tour group leader wayan strongly absolutely wonderful,positive
1014,recommend trip parent teens great opportunity enjoy bali group entertain enjoyed activity accommodation select include breakfast guide friendly felt safe look,positive
1015,bali family holiday teenager fantastic mix adventure downtime activity excite teen parent get relax know everything take care guide highly recommend trip,positive
1016,son love activity enjoy hang family tour guide helpful make everything easy u great everything organise u white water raft bike snorkel,positive
1017,wonderful trip lovely people great way see bali whole family parent boy girl love fantastic guide great range activity lovely hotel,positive
1018,trip lifetime experience fill many moment create wonderful memory family love tour perfect mix outdoor physical activity cultural experience relaxation leader incredible make sure safe enjoyable experience,positive
1019,trip well design perfectly illustrate age group per normal intrepid guide go beyond make trip educational enjoyable would deffenintly recomend tour intrepid,positive
1020,bali family trip teen outstanding activity local guide range explore coral reef basket weave highly impactful accommodation food steep genuine local culture trip enrich rejuvenate,positive
1021,bali trip amaze meet many new people great social life time great mental health active fun would definitely keen,positive
1022,fabulous active trip teen activity spot ebike river raft beyond expectation tour leader knowledgeable great kid,positive
1023,chose intrepid solo mum want take two kid adventure want stress planning execute bali tour group leader tini amazing kid want finish every day highlight could pick favourite definitely great adventure whole family,positive
1024,fantastic trip would recommend year old love e bike raft snorkelling also relax pool learn culturelifestyle bali intertwine activity rather museum temple trip everyday suit u,positive
1025,wonderfully adventurous trip whole family see countryside rice field fish village whole family love,positive
1026,intrepid tour amaze recommend much see much little amount time every activity something everyone definitely come back,positive
1027,really enjoy bali teenager trip guide guna excellent itinerary include visit different area island activity include every day teenager fun kid adult enjoy company well hope intrepid include destination family teens look forward next adventure,positive
1028,adventure bali expertly guide maman variety excitement plenty time chill never see boy move fast snake swam across river favourite unesco protect paddy field photo communicate beauty scale emountain bike,positive
1029,great teenage family trip good variety activity family bali really friendly island cater nationality especially come eat plenty choice family,positive
1030,excellent trip would highly recommend great see everything countryside beach,positive
1031,review,neutral
1032,instagram tour substance series opportunity take photograph long day minibus,positive
1033,full interesting trip lot variation suitable age long travel day interest stop along way,positive
1034,yohanes group leader help u experience great adventure trip best part trip last day sail hike snorkel komodo national park extremely lucky see komodo dragon include baby dragon go rest world find get crowd,positive
