Lucy ·,Traveled October 2022,5.0 star rating,"A fantastic tour covering a range of areas and activities, often off the beaten track. We were taken to some beautiful places and given a real insight into the culture of Bali. A great use of local guides and a full, fun itinerary with the Mount Batur climb and snorkelling being real highlights. Wayan was a fantastic and enthusiastic guide and we had a superb group who made the tour very fun.",Review submitted 03 Nov 2022
Julie ·,Traveled October 2022,5.0 star rating,"Fast paced itinerary lots packed in. Feels like been away for two weeks! Definitely good level of fitness needed for volcano climb! Six hotels, some outstanding! Extra night in Ubud recommend. Our leader Ida and driver Burgess amazing and always there for us. Fantastic group of people. We had the best time!",Review submitted 17 Oct 2022
Joanne ·,Traveled October 2022,5.0 star rating,"This was my first guided tour after many years of solo travels and I am so glad I chose Intrepid! Our tour leader was amazing and I learnt so much about the beautiful island and people of Bali. Travelled with a great group of people that I will never forget. Thank you Intrepid, this won’t be my last trip with you :)",Review submitted 24 Oct 2022
Kenya ·,Traveled October 2022,5.0 star rating,Highly recommend this trip if you want an authentic experience of Balinese culture with a great host! This trip is great if you want to be outdoors and have a little adventure off the beaten path. I felt safe and cared for the entire time and made great friends from all over the world in the tour group.,Review submitted 11 Oct 2022
Johnny ·,Traveled October 2022,5.0 star rating,"Bali is Beautiful and the Balinese people are all so happy, friendly, welcoming and helpful. Such a lovely relaxing place to have a holiday.",Review submitted 10 Oct 2022
Tiana ·,Traveled October 2022,5.0 star rating,"This trip was truly transformative. So grateful for our guide Wayan, and the incredible group of people I was in the group with. Learned a lot and experienced a ton in a short amount of time. Bali's culture is very special and this itinerary does a great job at capturing the essence of it. Also, the Mt. Batur view is breathtaking. Highly recommend!",Review submitted 17 Oct 2022
Meera ·,Traveled October 2022,5.0 star rating,Beautiful Bali is a great trip! It was the perfect insight into local life in Bali and the culture. Our guide Wayan was amazing and made our group feel like a little family for 9 days. Highly recommended,Review submitted 11 Oct 2022
Annabella ·,Traveled October 2022,5.0 star rating,"Intrepid and Wayan, our Balinese guide, ensured we had a fabulous time and we would love to do it all over again!",Review submitted 10 Oct 2022
Jayne ·,Traveled October 2022,5.0 star rating,"Beautiful Bali an amazing trip with so much to see and do, an adventure packed 9 days, Mt Batur was a highlight for me getting up at 2.15 am quick breakfast then off to walk the mountain. Snorkelling was great fun, the bike ride, all the other other activities, even had time for a massage all brilliant.. And having Tantan as our guide he was brilliant also. We Loved it all..",Review submitted 16 Oct 2022
Jayne ·,Traveled October 2022,5.0 star rating,"Wonderful trip and refreshing to experience the REAL Bali. The Balinese people were so happy to see us and to welcome us into their homes and villages. Highlights were the snorkelling, Kecak dance performance, visiting local villages untouched by tourism, friendliness of the people. Tantan was our wonderful guide, he has a wealth of local knowlege, very caring and attentive -he went above and beyond to ensure we all had a memorable trip. We had a fabulous group of adventurous and open minded travellers. Accomodation and food were great and better than expected. Highly recommend this trip if you like adventure and an authentic experience.",Review submitted 26 Oct 2022
Alice ·,Traveled October 2022,5.0 star rating,"I thoroughly enjoyed my intrepid trip! As my first-time solo travel trip, I was a little anxious at first, but being part of a group and being lead by a great tour guide made me feel completely at ease. It was a fantastic way of seeing many parts of Bali, a place where there is virtually no public transport, so being driven from place to place was great and having a guide made things really smooth. I was really impressed with the range of activities included, it felt like a lot was packed into the 8 days! I would definitely recommend this trip to any solo travellers.",Review submitted 13 Oct 2022
MANDY ·,Traveled October 2022,5.0 star rating,"Great trip, good value for money, well organised. Trip leader was excellent. Booking process straight forward.",Review submitted 27 Oct 2022
Steven ·,Traveled September 2022,5.0 star rating,Beautiful Bali is an amazing tour that provides an immersive experience into Balinese culture and it’s history blended with breathtaking scenery.,Review submitted 04 Oct 2022
Jessie ·,Traveled September 2022,5.0 star rating,"Amazing tour, felt like I saw the real Bali. The accomodation was excellent for our budget. The activities were fantastic, a great mixture of cultural, nature and adventure! Wira our guide was wonderful! Had the most amazing time!",Review submitted 06 Oct 2022
Olivia ·,Traveled September 2022,5.0 star rating,"I would highly recommend this trip as it took me to places where I experienced activities that I would not have been able to any other way. The tour guide Wira was incredibly knowledgable, kind and hardworking. I felt the restaurants and activities were really well researched and it was good to feel that my tourist dollar was contributing positively to the economy which had been so badly impacted during COVID restrictions.",Review submitted 29 Nov 2022
Laszlo ·,Traveled September 2022,5.0 star rating,"My wife and I were very happy with the tour. It was very well organized, our guide was excellent, and the group was very nice and friendly. This tour was a pleasant mixture of sightseeing, relaxation, and physical activity. We managed to get a balanced overview of Bali, from the sea to the hills. We enjoyed every minute of this tour. It is highly recommended to people who prefer looking around in Bali rather than just relaxing on a beach.",Review submitted 06 Oct 2022
Alessandra ·,Traveled September 2022,4.0 star rating,,Review submitted 06 Oct 2022
Smith ·,Traveled September 2022,5.0 star rating,"Fantastic trip. You will get to see all parts of Bali, learn and experience the local traditions and take part in some great activities. Our leader Guna was incredible. Knowledgeable, helpful, and approachable, he helped make the best use of our time and was able to assist anytime of the day to keep us safe.",Review submitted 24 Sep 2022
Jenny ·,Traveled September 2022,5.0 star rating,Beautiful Bali was well organised and made even better by our excellent local guide Gunar. The activities were all really excellent and for me the most challenging was the Mt Batur hike. With a reasonable level of fitness everyone should manage this. So many great experiences packed into the trip. E booked Balinese massages on two occasions and loved them. Some fellow travellers did the white water rafting and had a great experience.,Review submitted 17 Oct 2022
Laura ·,Traveled September 2022,5.0 star rating,"I thoroughly enjoyed the Beautiful Bali tour! We went to incredible locations, my guide Srix was so lovely and fantastic and the people we met along the way were amazing. I loved visiting places I otherwise wouldn't have known about!!",Review submitted 19 Sep 2022
Michelle ·,Traveled September 2022,5.0 star rating,"This trip was beyond my expectations. The intinerary was very full but still at a comfortable pace. Yan, our guide, was outstanding, with an infectious laugh and sense of humor and enthusiasm, that made this trip even more enjoyable. The trip equipement recommendations, such as the equipment suggested to hike the mountain, among other things, was accurate. All of the activities and accommodations were beyond my expectations. I was expecting mid-level hotels and these exceeded that this trip. I especially like how this company is ethical and does not include activities that are harmful to environment and animals, and also includes stops that help the communities, such as our stop at the non-profit Global Kafe for lunch, which was excellent. I had such a wonderful time!!! Thank you Yan and Intrepid for making my vacation to Bali unforgettable and amazing!!",Review submitted 12 Sep 2022
Estefania ·,Traveled September 2022,5.0 star rating,,Review submitted 13 Sep 2022
LUCY ·,Traveled September 2022,5.0 star rating,Fantastic guide. So well organised. Get the true Bali experience,Review submitted 13 Sep 2022
Vivian ·,Traveled September 2022,5.0 star rating,"Beautiful Bali was an amazing tour with a very good balance of activities and free time. The included activities were amazing, from snorkelling, hiking at sunrise, to going to a local Lovina home for a wonderful home cooked meal. Yan was a fantastic guide with such a vibrant spirit about him. He was willing to go above and beyond to help us out, very responsive and approachable. He also helped with Bali suggestions as we were staying here after the trip concludes. Highly recommend this tour to active travellers who want to experience Bali, and Yan as a tour guide. It was a fantastic trip.",Review submitted 12 Sep 2022
Melissa ·,Traveled September 2022,5.0 star rating,Amazing trip that was throughly organised and so much fun! I learnt so much about Bali in just 7 days thanks to our wonderful tour guide Yan,Review submitted 16 Sep 2022
Joseph ·,Traveled September 2022,5.0 star rating,"Bali was wonderful , lucky to have a great group of friendly travelers in our group , Yan was a great guide",Review submitted 14 Sep 2022
Harriet ·,Traveled September 2022,5.0 star rating,Our Intrepid tour around Bali was incredible. The whole tour was so well organised and took all the pressure of organising a trip away. Our Tour guide Yan was so lovely and approachable and very knowledgeable as he lived in Bali is whole life. Would 100% recommend.,Review submitted 14 Sep 2022
Lukasz ·,Traveled September 2022,4.0 star rating,"I think experience was very good overall. I would recommend ""The Beautiful Bali"" trip to my friends. Bali itself is wonderful place and when you have good tour guide is even better. We had the best group leader who made this trip the one to remember.",Review submitted 01 Oct 2022
Ioana ·,Traveled September 2022,5.0 star rating,"An absolutely amazing experience - I felt fully immersed in the Balinese culture. Tini, our team leader, has been taking such great care of us and went above and beyond for us to have a fantastic time. Her enthusiasm, dedication and kind nature are so inspiring. I admire Tini's leadership - she's been very organised and handled all unexpected situations with attentiveness and professionalism. Highlights included the most beautiful sunrise from the top of Mt Batur, the best snorkelling experience I've ever had, swimming with turtles, surfing for the first time, sharing wonderful memories with likeminded people and delicious food every day...",Review submitted 13 Sep 2022
Leo ·,Traveled September 2022,5.0 star rating,Tini our tour leader was great and extremely helpful. Caithlin and Leo,Review submitted 09 Sep 2022
Neha ·,Traveled August 2022,5.0 star rating,"I had a fabulous time on this trip! I went as a solo female traveler and felt very safe and really enjoyed myself. The group was mixed between solo travelers, couples and families from ages 21-75 but we all got along and had a lovely time and are now lifelong friends! Wayan did a fantastic job of ensuring everyone in his group enjoyed and was taken care of- he was a gem of a tour leader! This is great tour to really immerse your self in the beautiful Balinese culture!!",Review submitted 09 Sep 2022
Nicol ·,Traveled August 2022,5.0 star rating,"WOW! 8 amazing fun packed activity days and if you're lucky enough to get Wayan as your tour leader, you won't be disappointed. I would definitely recommend for those with a sense of adventure and want to experience what Beautiful Bali has to offer",Review submitted 15 Sep 2022
Chelsea ·,Traveled August 2022,5.0 star rating,"Thank you Intrepid and Tini for an unforgettable trip to Beautiful Bali. The experiences, culture, and food really were amazing. I can’t wait to come back and explore some more of what Bali has to offer.",Review submitted 28 Aug 2022
Jessica ·,Traveled August 2022,5.0 star rating,This trip was awesome and Wayan Sudiana is a very talented leader.,Review submitted 23 Aug 2022
Jasmine ·,Traveled August 2022,5.0 star rating,"Such a wonderful trip. Cried on departure. Caring and knowledgeable guide. Beautiful group, and fun activities.",Review submitted 23 Aug 2022
Travis ·,Traveled August 2022,5.0 star rating,"I thoroughly enjoyed my first experience of beautiful Bali. Wayan Sudiana our CEO showcased so much knowledge, passion and enthusiasm to share his beautiful country with us. Bali is an amazing destination that you should definitely consider visiting.",Review submitted 22 Aug 2022
Michael ·,Traveled August 2022,5.0 star rating,Wayan was a fantastic tour guide who took us to many places we would otherwise not see.,Review submitted 23 Aug 2022
Belinda ·,Traveled August 2022,5.0 star rating,"This trip has a bit of everything and is the perfect way to see Bali. The stunning scenery, rich culture and delicious food put on show - as well as the incredible hospitality of the Balinese people. Wira, our tour leader, was engaging and confident and had our best interests at heart at all times.",Review submitted 23 Aug 2022
Sally ·,Traveled August 2022,5.0 star rating,"As a family of 4 (with 2 teenagers), we thoroughly enjoyed the trip. Im not overly fit but managed it all. Downhill cycling really is downhill! Loved all the activities. Beautiful locations and hotels. Amazing food & not too spicy!. Loved the banana leaf lunches. Snorkeling & offering making were our highlights. Rice fields were a joy to see. Tradition & culture was fascinating to see and learn about. Journey from UK was long but so worth it! Highly recommend.",Review submitted 21 Aug 2022
nina ·,Traveled July 2022,5.0 star rating,it was a great trip a great selection of activities need places that we visit learned lots about the culture had great food a awesome tour guide,Review submitted 31 Jul 2022
Stephen ·,Traveled July 2022,5.0 star rating,"If you’ve been to Bali or if you haven’t, you should join an intrepid tour to experience more. An all round great way to see Bali and any destination.",Review submitted 01 Aug 2022
Elizabeth ·,Traveled July 2022,5.0 star rating,"Overall and amazing experience for my first real bali trip, my tour leader Wayan is very organise & making it a real positive experience for me and the rest of the group",Review submitted 30 Jul 2022
Marguerite ·,Traveled July 2022,5.0 star rating,Can highly recommend the Intepid Beautiful Bali Tour. The inclusions and the destinations were perfect. The accomodation was fantastic and overall it was a lovely insight into local Balinese culture. Our team leader and driver were amazing and I am now a Bali convert. I will be back. Do yourself a favour and take this trip - you wont be disappointed.,Review submitted 30 Jul 2022
Brent ·,Traveled July 2022,5.0 star rating,Beautiful Bali is really the perfect snapshot of Bali. This was my first time to Bali and I really loved what this tour included. Everyone in our diverse group had a fantastic time under the exceptional guidance of our tour leader Tini. If you want a comprehensive tour of Bali done for you then this is for you.,Review submitted 27 Jul 2022
Emma ·,Traveled July 2022,5.0 star rating,"Amazing tour. Tini wasn’t just a guide. She was fully part of the team/group. She absolutely made the trip. She brought the team together. She put a smile on everyone’s face, took care of us like the mother of the group. It’s obvious she’s so passionate about her culture & job & it really shows. Without her, there’s no way I’d have had such a great time. There wasn’t one morning or day she wasn’t happy & smiling. Giving interesting bits of information about the locals & just generally going above & beyond at every opportunity. You don’t know how lucky you are to have her.",Review submitted 27 Jul 2022
Samantha ·,Traveled July 2022,5.0 star rating,The Beautiful Bali your was a fantastic way to experience the country in a way that Australians often don’t get to. It was great to connect culturally and spiritually with the country. The sunrise hike and snorkelling were absolute highlights! I’d recommend this trip to anyone,Review submitted 19 Jul 2022
Claudia ·,Traveled July 2022,4.0 star rating,"This trip is definitely worthwhile for the local perspective and fabulous rural areas of Bali you’re able to visit and experience. Our tour guide was an absolute legend, whose expertise humour and wit made this trip fun! The snorkelling, hiking (although an odyssey!) and rice field trekking were amazing experiences that were made incredibly special by our tour guide and being in such a welcoming travel group. If you haven’t been to Bali before or solo travelled before, I would highly recommend!",Review submitted 25 Jul 2022
Cian ·,Traveled July 2022,5.0 star rating,"The variety of activities on the trip were well balanced and I felt like I experienced so much I would never have if travelling on my own. Gunastra ""Guntang"" our guide really made the trip for us. He was full of interesting knowledge and was always a great help in advising where we should go and what we should do. He was always prepared to go above and beyond for the group. He also helped us make plans for after the trip. Would highly recommend a bali trip with Gunastra to anyone who wants to see the real BALI!",Review submitted 19 Jul 2022
Erin ·,Traveled July 2022,5.0 star rating,"An experience in Bali like no other. Beautiful Bali took us to some lesser known places through the countryside, allowing us to see a side to Bali not so often seen. I’m leaving Bali, enriched with wonderful experiences and feeling relaxed and spiritually connected.",Review submitted 19 Jul 2022
Kathleen ·,Traveled July 2022,4.0 star rating,"Intrepid provided us with the best Tour Leader, named Nova, simply the best we ever experienced. We looking forward to having Nova as my future tour guide. Thank you INTREPID",Review submitted 02 Aug 2022
Serge ·,Traveled July 2022,4.0 star rating,"Wira, you're a legend mate - Suksma",Review submitted 12 Jul 2022
Joachim ·,Traveled July 2022,5.0 star rating,Great trip! Everything organised well and tour guide Wira was amazing,Review submitted 12 Jul 2022
karlie ·,Traveled July 2022,5.0 star rating,"Highly recommend! The activities were the perfect mix of relaxation, culture, religion and sight seeing. It is so hard to pick a favourite moment from the trip, snorkelling in incredible coral reefs, climbing Mt Batur, experiencing a traditional dance, making a blessing with a local family, the bike ride around Ubud, walking through the local villages- all of the activities exceeded my expectations. This was the REAL Bali away from the hustle and bustle of the city. Beautiful people, food and countryside.",Review submitted 17 Jul 2022
Erik ·,Traveled July 2022,4.0 star rating,"Excellent tour, despite all the post-pandemic complications. Real-world and meaningful experiences.",Review submitted 19 Jul 2022
Patricia ·,Traveled July 2022,5.0 star rating,This was an excellent trip. If you like to be active and explore places where other tourist are not likely to go this is the trip for you. We learned alot about Balinese culture and the importance of the hindu religion in their daily lives. The activities were lead by local guides that had good knowledge of the subject and place at hand. The trip pretty much covered most of Bali with intensely packed things to do in 9 days. I would recommend this tour.,Review submitted 16 Jul 2022
Suzanne ·,Traveled June 2022,5.0 star rating,This trip allowed us to see the authentic Bali. We enjoyed meeting the local guides and seeing how village life is in Bali. We loved the town of Lovina and the hotel there was our favorite! The sunrise hike to Mt. Batur was magical and worth the early rise from bed. Our guide was knowledgeable and organized. She made the week go by smoothly!,Review submitted 08 Jul 2022
Purvi ·,Traveled June 2022,5.0 star rating,"I booked this 10 days before it was departing and went with no expectations. Our guide NI WAYAN TINI was exceptional. Tini is an amazing human being with an honest heart and helping nature. She was very responsive to any issue that came up. She found good places to eat (I am vegetarian and she made sure my dietary needs were taken care of)and to have fun after. She found us yoga teachers for private lessons. She had great knowledge of the local culture and customs. She was so happy all the time and had a great attitude towards life. We laughed a lot together as a group on this trip. The group we had was diverse and everyone got along so well. We became such good friends at the end of the trips. seriously an amazing bunch that I traveled with. On the last night of the trip, our guide took us to live music and we all had a blast dancing. The local guides at every location spoke fluent English and were very knowledgeable. Our snorkeling guide helped me learn free diving. The guides on the Batur trip (Wayan) helped me throughout the route get up onto the mountain with a bad knee and took us through the local farms going down. Really enjoyed the camaraderie and positive vibes. Balinese people lead simple yet happy life. I learned so much from their attitude towards life. Just an amazing trip. Thank you Intrepid. 10/10, highly recommend it to solo travelers- particularly women- if you are scared of traveling alone.",Review submitted 01 Jul 2022
Vijaylutchmee ·,Traveled June 2022,5.0 star rating,Please see my Facebook page Vijay Naidoo where I wrote a travel blog on each day - ask Tini to point you to it,Review submitted 09 Jul 2022
Kamala ·,Traveled June 2022,5.0 star rating,"I've been dreaming about visiting this uniquely beautiful island for many years and was finally able to recently. This trip was amazing! I had an incredible time. Went to places outside of typical tourist destinations; spots ""off the beaten path"". The major highlight for me was the challenge of summiting Mount Batur in the early morning, to watch the sunrise (bucket list item now completed!) as I'm a runner and Yoga teacher who loves athletics and also, adores getting immersed in nature. It was awe-inspiring. I additionally had super experiences snorkelling in the Bali sea, taking part in a lovely spiritual ritual, walking around markets, browsing small shops in cities we stayed in, spending leisurely time on beaches, and connecting with a few of the awesome, like-minded people on the journey with me. Our tour guide, Abraham, was friendly, attentive, and fun, which made the trip relaxed, safe, and easy-going. One of the best vacations I've ever had. Grateful!",Review submitted 02 Jul 2022
John ·,Traveled June 2022,5.0 star rating,This was our first trip with intrepid and it won’t be the last … it exceeded all of our expectations. Keep up the great work.,Review submitted 23 Jun 2022
Jennifer ·,Traveled June 2022,5.0 star rating,Excellent way to see the real Bali. Had a blessing. Great activities. Excellent tour guide Wira,Review submitted 23 Jun 2022
Liz ·,Traveled June 2022,5.0 star rating,We have had an excellent trip with Intrepid. Very well organised giving a true cultural experience of Bali - would highly recommend,Review submitted 23 Jun 2022
Michael ·,Traveled June 2022,5.0 star rating,"Beautiful Bali from the beaches to the mountains and back again,such an amazing experience with the perfect tour guide.👍🏻",Review submitted 23 Jun 2022
Harriet ·,Traveled June 2022,5.0 star rating,I don’t know what else I could say that I haven’t already said,Review submitted 23 Jun 2022
Tamsyn ·,Traveled June 2022,5.0 star rating,Beautiful Bali was the trip of a lifetime I would recommend anyone to do the Leader Wayan and my group will be friends for life. My heart is so grateful for the experience with Intrepid,Review submitted 19 Jun 2022
Isha ·,Traveled June 2022,5.0 star rating,"This was an incredible trip from day 1! It has a great mix of culture, tourism and activities. I saw such a beautiful side to Bali all thanks to my tour leader Wayan. He made me feel like family and very comfortable from day 1. I strongly recommend this trip to anyone who is considering visiting Bali!",Review submitted 17 Jun 2022
Mark ·,Traveled May 2022,5.0 star rating,After years of visiting Bali this trip showed aspects of Bali and Balinese culture that is hidden behind the veil of the tourist Bali experience. So good to really feel you connected with families and villages in remote areas of Bali as well as conquering a few physical challenges like climbing a volcano in the pre dawn darkness.,Review submitted 07 Jun 2022
Sara ·,Traveled May 2022,5.0 star rating,"I could not recommend this trip more to anyone. You get to see Bali from a side most tourists don’t - engaging with the local people and culture. The food, activities, people I met and the tour leader were all amazing!",Review submitted 13 Jun 2022
Jinan ·,Traveled May 2022,4.0 star rating,"Bali is an amazing island to visit , this trip gives me a good knowledge and vies of the most highlights in this island. I recommend bali for traveller's who are looking for relaxing trip",Review submitted 29 May 2022
Katie ·,Traveled May 2022,5.0 star rating,The trip was very well organised the first night we all met I felt very comfortable as I was travelling alone the group leader Wayan is one of the nicest people he's been so helpful the whole trip I couldnt fault anything. I wanted to do this trip since 2019 but because of covid it kept getting cancelled and finally getting to come to Indonesian and meet such amaxing people and experience things i could never imagine it was all worth it! Thank you Intrepid and thank you Wayan for everything🥰,Review submitted 22 May 2022
Matthew ·,Traveled May 2022,5.0 star rating,"Fanatstic trip, would highly recommend it, i travelled solo and have made friends for life. The sites and tours are amazing and eye opening. Only thing id say is that the volcano/mountain is harder than you think.",Review submitted 27 May 2022
Paul ·,Traveled May 2022,5.0 star rating,"Bali was my favourite Asian destination so far. Coming from Australia, food and accommodation was so cheap. Bali people are super friendly and you can holiday like a king for relatively cheap price. Pool clubs in seminak, and forest retreats in Ubud.",Review submitted 22 May 2022
Harriette ·,Traveled May 2022,5.0 star rating,The most amazing experience made learning so much about local culture and seeing things we wouldn’t normally see made even more incredible by Wayan our group leader!,Review submitted 15 May 2022
Name,Traveled,Rating,Review,Submitted
Catherine ·,Traveled April 2025,5.0 star rating,I cannot recommend Intrepid enough. Customer service begins at time of booking and continues until you get home. Thank you 🙏,Review submitted 19 Apr 2025
Andrew ·,Traveled March 2025,5.0 star rating,"Super trip, Lombok is a bit more off-the-beaten track than Bali and very beautiful. Our guide Rona was infectiously enthusiastic and very helpful.",Review submitted 17 Mar 2025
Melanie ·,Traveled March 2025,5.0 star rating,The Bali and Lombok adventure was a very interesting trip. The hotels were all very good and I liked the snorkeling the best. Swimming with turtles in Gili Air was the highlight for me. Komang in Bali and Rona in Lombok were very good and fun leaders.,Review submitted 17 Mar 2025
Cecilia ·,Traveled March 2025,5.0 star rating,"Incredible authentic trip to Lombok and Gili Air thanks to our amazing tour leader Rona, from discovering rural local communities to snorkelling in white sand paradise islands with turtles.",Review submitted 19 Mar 2025
Wendy ·,Traveled March 2025,5.0 star rating,"Exploring Lombok was a great trip - some beautiful scenery, far less tourists than Bali and lovely people. The snorkelling was particularly great. If heading to Indonesia, it's an excellent itinerary to add to some relaxing time in Bali.",Review submitted 16 Mar 2025
Montserat ·,Traveled March 2025,5.0 star rating,"Trip, hotels, guide and activities very well organized, excellent price and services ratio. Enjoyed meeting new people from different countries and the importance Intrepit gives to the economy, cultural and way of life of the different villages visited.",Review submitted 10 Mar 2025
Michael ·,Traveled February 2025,5.0 star rating,"Our Interepid trip to Lombok totally immersed us into the local people, culture , and geography of this beautiful island. The activities were active and the accommodations were adequate. What a great trip.",Review submitted 22 Feb 2025
Lacey ·,Traveled February 2025,5.0 star rating,Amazing trip! Mixed age group and everyone had a great time having the option for what they wanted to experience or achieve I would use intrepid again,Review submitted 21 Feb 2025
Hema ·,Traveled February 2025,5.0 star rating,"Great tour, great location and an amazing tour guide who is proud of his country and passionate about his job and keen to share his knowledge - cannot fault the trip, was a great experience that I will always remember",Review submitted 21 Feb 2025
Matthew ·,Traveled February 2025,5.0 star rating,,Review submitted 23 Feb 2025
Steven Andrew ·,Traveled January 2025,5.0 star rating,"This was an excellent trip , and very immersive in the local traditions and culture of Lombok . With the highlight being invited to the kidnap wedding in Tetebatu , followed by the welcome the Sasak people gave us in the evening. Where we had a procession to the community hall , where we sat at the top table , and treated to a wonderful dance and fire dance by the pool . And the food was delicious. It was quite a humbling experience to have such a warm welcome by the Sasak people at the wedding and the welcome ceremony",Review submitted 02 Feb 2025
Patrick ·,Traveled January 2025,5.0 star rating,The Lombok trip is a must do. The experiences on this trip are so unique and special and would be extremely difficult yo find anywhere else.,Review submitted 18 Jan 2025
Louise ·,Traveled January 2025,5.0 star rating,"Lombok is an undiscovered treasure that deserves exploring, if you’re looking for Indonesia beyond the hustle and bustle of Bali. Explore the warmth of the people and the local culture of Lombok. Snorkelling is a definite highlight! Turtles are beautiful!",Review submitted 18 Jan 2025
Adrian ·,Traveled January 2025,5.0 star rating,An amazing trip with a local guide who was both passionate and informed of his local community. Saw so many things usually “hidden” from tourists and just had an amazing time,Review submitted 18 Jan 2025
Karine ·,Traveled January 2025,5.0 star rating,This trip was amazing. We saw and experienced so much about the island’s culture and country side . Highly recommend!,Review submitted 18 Jan 2025
Kate ·,Traveled December 2024,5.0 star rating,"We had the best break in Lombok with our wonderful guide Andy. A truely stunning country; swim with turtles, traditional weddings and waterfalls. Don’t forget the mosquito spray!",Review submitted 07 Jan 2025
Shirlee ·,Traveled December 2024,5.0 star rating,"Such a fun trip full of adventure activities, amazing food and local culture. A day snorkelling on the reef followed by a seafood BBQ dinner was my highlight of the trip. Our guide Andy was excellent and the group was so much fun! Highly recommend the trip.",Review submitted 31 Dec 2024
Susan ·,Traveled December 2024,4.0 star rating,"Great trip, good experiences!",Review submitted 26 Dec 2024
Lucas ·,Traveled November 2024,5.0 star rating,"All the trip is simply amazing, the villages and the local people prove all the Lombok experience which you need, our guide was amazing, if you have the lucky to go with Guna you will enjoy so much more!!!",Review submitted 10 Dec 2024
Taynara ·,Traveled November 2024,4.0 star rating,"The trip was very good. It's perfect for who wanna have an experience more cultural and learning about the local traditions and religions. All the places the we visited was very nice. And Guna was amazing, always taking care and worried if everything was going well. He knows everyone and about all culture there, giving us a very good class.",Review submitted 07 Dec 2024
Bryony ·,Traveled October 2024,4.0 star rating,"We were able to explore a side of Indonesia I never would have been able to on my own. The snorkeling, the nature, the food - all such great highlights. Our leader, Yan, made this trip even better!",Review submitted 01 Nov 2024
Marina ·,Traveled October 2024,5.0 star rating,Cool trip with a mix of authentic and touristic acitivities.,Review submitted 19 Oct 2024
Catherine ·,Traveled October 2024,5.0 star rating,"I loved my Lombok experience. This trip gave me the opportunity to explore the history and culture of Lombok in a way that would never have been accessible to me if I had traveled on my own. We explored remote and beautiful places, and met many local people. The accommodation was simple, but exactly what I needed for the trip. My highlights were snorkeling and seeing turtles! Our tour guide, Rona, was friendly, enthusiastic and professional. I recommend this trip!!",Review submitted 19 Oct 2024
Diane ·,Traveled October 2024,5.0 star rating,,Review submitted 18 Oct 2024
Russell ·,Traveled October 2024,5.0 star rating,"I highly recommend this trip. Lombok has so much to offer and our guide was awesome, making the experience fun, active, interesting and culturally insightful. It is a great way to dig deeper into the lifestyle of lombok and gain a better understanding through a local guide",Review submitted 20 Oct 2024
Barbara ·,Traveled September 2024,5.0 star rating,This is a special trip. A great opportunity to get up close view of local culture and partake in the glorious natural beauty of the country. The hikes and snorkeling are great fun and the food and views are spectacular,Review submitted 04 Oct 2024
Bob ·,Traveled September 2024,5.0 star rating,A great way to really see and appreciate Lombak and Gili Air,Review submitted 04 Oct 2024
Joe ·,Traveled September 2024,5.0 star rating,"Wow, a trip of a lifetime! Visiting Lombok and travelling the island was such an experience, I highly recommend it. Our group leader (Yan) was so knowledgeable and made our trip so special. 10/10",Review submitted 28 Sep 2024
Amanda ·,Traveled September 2024,5.0 star rating,"Tan, our guide in Lombok, was exceptional and made our trip very special. He is highly organised, kind, caring and has a fabulous sense of humour. This was a superb trip and we loved every minute of it.",Review submitted 28 Sep 2024
Corinne ·,Traveled September 2024,5.0 star rating,Wayan was a great leader that made our Lombok experience special.,Review submitted 24 Sep 2024
Keith ·,Traveled August 2024,4.0 star rating,"I heard Intrepid were a good tour company, I wasn’t disappointed.",Review submitted 07 Sep 2024
clare ·,Traveled August 2024,5.0 star rating,,Review submitted 02 Sep 2024
Nga ·,Traveled August 2024,5.0 star rating,I had such a great time with this trip or every other trips I have been with Intrepid in the past!,Review submitted 01 Sep 2024
Erica ·,Traveled August 2024,5.0 star rating,Guna Wayan was a fabulous group leader who made this itinerary and specific tour all the more wonderful. Highlight of this trip was definitely Gili Air and I recommend trying to stay for an additional day or two here to explore.,Review submitted 28 Aug 2024
Nicola ·,Traveled August 2024,5.0 star rating,"I would highly recommend the Discover Lombok trip, it was exactly what I hoped it would be with a good mix of cultural experience, activities and relaxation. Accomodation is as expected 3-3+ Stars but the locations are 5 Star. Guna our trip leader was amazing! He was constantly feeding us with information and insights to Bali & Lombok culture and checking in with us all regularly to ensure we were happy, and encouraging us along the way to ensure that we got the most out of our trip. I was travelling alone and our group was a diverse bunch of people, we all got along great and it was sad to say good bye to my Lombok family at the end of the trip. If you are looking for a trip with a slower pace but cultural experience, this trip is perfect. This is my second Intrepid trip and it won’t be my last!",Review submitted 26 Aug 2024
Penelope ·,Traveled August 2024,5.0 star rating,This tour was not rushed but we saw and learned a lot. Lombok has some nice beaches and less tourists than Bali. Food was excellent and accommodation clean and comfortable. We stayed an extra few days on Gili Air which is really just a tourist destination so was disappointing. Fine if you just want to chill with other tourists. Happy to recommend the tour. It was just as described.,Review submitted 10 Sep 2024
Valerie ·,Traveled August 2024,5.0 star rating,If you are just going to visit Bali when you go to Indonesia then you absolutely missing out on a real treat. Go and visit lombok Island to the east. Do this trip with yarn at intrepid. It's an amazingly fun trip and you will just have the best time. And it's got some amazing snorkeling,Review submitted 19 Aug 2024
